Education Level,Years of Experience,Location,Industry,Job Title,Job Type,Salary
Bachelor's Degree,14,Suburban,Healthcare,Software Engineer,Remote,53104.8
PhD,27,Suburban,Healthcare,Project Manager,Remote,94438.4
PhD,0,Suburban,Healthcare,Medical Assistant,Hybrid,35319.42
Master's Degree,20,Suburban,Tech,System Administrator,Remote,73629.23
Bachelor's Degree,13,Urban,Healthcare,Financial Analyst,Onsite,60796.29
Master's Degree,22,Suburban,Healthcare,Data Analyst,Hybrid,74730.89
Bachelor's Degree,13,Urban,Education,Medical Assistant,Onsite,53823.36
PhD,13,Rural,Finance,Web Developer,Hybrid,64047.33
PhD,18,Rural,Healthcare,Medical Assistant,Hybrid,76217.07
High School,6,Rural,Healthcare,Financial Analyst,Onsite,41476.06
PhD,18,Suburban,Education,UX Designer,Hybrid,63498.98
Bachelor's Degree,10,Urban,Healthcare,Financial Analyst,Onsite,54641.52
Bachelor's Degree,29,Urban,Education,HR Manager,Hybrid,85251.54
High School,15,Urban,Finance,Software Engineer,Hybrid,63053.07
PhD,34,Suburban,Education,Data Analyst,Remote,95331.06
PhD,36,Suburban,Education,Software Engineer,Remote,102180.32
High School,8,Urban,Tech,Professor,Onsite,47266.42
Master's Degree,39,Rural,Education,Financial Analyst,Onsite,111937.67
Bachelor's Degree,28,Rural,Education,System Administrator,Onsite,84160.85
Master's Degree,3,Suburban,Healthcare,Others,Hybrid,43142.38
PhD,2,Rural,Education,Data Analyst,Hybrid,49766.04
PhD,22,Rural,Finance,Project Manager,Remote,80901.07
Bachelor's Degree,16,Urban,Education,Project Manager,Hybrid,60023.51
Bachelor's Degree,0,Urban,Tech,Software Engineer,Onsite,38523.31
PhD,13,Suburban,Education,Professor,Remote,66475.32
Bachelor's Degree,7,Suburban,Education,Others,Remote,48534.34
Bachelor's Degree,38,Urban,Tech,Software Engineer,Hybrid,91457.72
High School,8,Urban,Tech,Financial Analyst,Remote,46424.14
PhD,20,Suburban,Healthcare,Web Developer,Onsite,74907.21
Master's Degree,18,Suburban,Tech,Software Engineer,Onsite,72380.73
PhD,7,Urban,Tech,Others,Remote,65106.24
Master's Degree,27,Rural,Tech,UX Designer,Remote,80788.14
Master's Degree,22,Rural,Tech,Web Developer,Remote,84061.1
Bachelor's Degree,3,Rural,Tech,Professor,Hybrid,43984.2
High School,18,Suburban,Education,UX Designer,Remote,62559.62
Master's Degree,28,Urban,Finance,Data Analyst,Onsite,83158.46
Master's Degree,12,Rural,Finance,Data Analyst,Onsite,59033.62
PhD,2,Rural,Healthcare,System Administrator,Hybrid,51794.69
High School,37,Suburban,Education,UX Designer,Hybrid,85333.85
Master's Degree,0,Suburban,Tech,Accountant,Remote,41959.42
High School,30,Urban,Healthcare,UX Designer,Remote,79157.05
Master's Degree,17,Suburban,Tech,Web Developer,Remote,65261.56
High School,37,Rural,Finance,Others,Hybrid,80855.1
PhD,14,Urban,Healthcare,Web Developer,Onsite,57219.49
PhD,31,Rural,Healthcare,Financial Analyst,Hybrid,96662.73
Master's Degree,33,Urban,Healthcare,Professor,Remote,100133.53
PhD,0,Urban,Healthcare,Professor,Onsite,47247.89
PhD,34,Suburban,Healthcare,HR Manager,Hybrid,95193.28
Master's Degree,37,Urban,Education,Data Analyst,Hybrid,106956.94
High School,4,Rural,Education,UX Designer,Onsite,33689.52
Master's Degree,10,Urban,Education,Accountant,Onsite,48163.51
Bachelor's Degree,14,Urban,Finance,Accountant,Remote,53745.13
Bachelor's Degree,36,Rural,Education,System Administrator,Onsite,90197.88
PhD,8,Urban,Tech,HR Manager,Onsite,63519.61
Bachelor's Degree,16,Urban,Education,Project Manager,Remote,64916.5
Bachelor's Degree,21,Urban,Healthcare,Web Developer,Onsite,62598.54
Master's Degree,33,Urban,Healthcare,Accountant,Remote,104666.47
High School,10,Suburban,Education,Medical Assistant,Remote,48426.77
PhD,23,Urban,Healthcare,Data Analyst,Onsite,84655.28
Master's Degree,17,Rural,Tech,UX Designer,Hybrid,62229.6
Master's Degree,36,Suburban,Tech,UX Designer,Remote,110221.72
Master's Degree,26,Urban,Finance,HR Manager,Hybrid,73485.15
High School,11,Rural,Tech,Project Manager,Onsite,43107.35
PhD,19,Urban,Finance,Accountant,Hybrid,75878.36
High School,18,Rural,Education,Others,Hybrid,48134.84
Bachelor's Degree,10,Urban,Finance,UX Designer,Onsite,58309.61
Master's Degree,26,Suburban,Education,Financial Analyst,Onsite,84280.28
Bachelor's Degree,26,Rural,Education,Medical Assistant,Onsite,75116.19
Master's Degree,3,Suburban,Tech,Medical Assistant,Onsite,50329.03
PhD,7,Suburban,Healthcare,Project Manager,Onsite,54477.73
Master's Degree,4,Urban,Healthcare,Web Developer,Hybrid,57785.32
Master's Degree,2,Rural,Finance,Accountant,Hybrid,41792.93
High School,15,Rural,Tech,UX Designer,Onsite,57265.63
Master's Degree,29,Suburban,Healthcare,Software Engineer,Remote,89065.43
High School,0,Suburban,Tech,UX Designer,Remote,35333.63
High School,35,Suburban,Finance,UX Designer,Onsite,84929.81
High School,33,Rural,Finance,Professor,Hybrid,90047.22
High School,31,Rural,Tech,Medical Assistant,Onsite,80423.0
Bachelor's Degree,15,Rural,Education,Software Engineer,Onsite,55132.71
Bachelor's Degree,1,Rural,Finance,UX Designer,Onsite,39641.53
Master's Degree,33,Suburban,Healthcare,UX Designer,Onsite,88725.38
Master's Degree,28,Suburban,Tech,Web Developer,Remote,88503.68
High School,40,Rural,Tech,System Administrator,Onsite,96803.29
Bachelor's Degree,30,Urban,Healthcare,Web Developer,Hybrid,75455.9
Bachelor's Degree,9,Rural,Education,Professor,Hybrid,52535.61
PhD,23,Suburban,Finance,Professor,Remote,77632.27
Master's Degree,22,Rural,Education,Web Developer,Onsite,69526.43
Bachelor's Degree,10,Urban,Education,Software Engineer,Onsite,49953.59
High School,30,Urban,Finance,Accountant,Hybrid,81775.48
Master's Degree,23,Rural,Education,Financial Analyst,Hybrid,69335.65
High School,28,Suburban,Tech,Software Engineer,Onsite,75643.42
PhD,3,Rural,Healthcare,Medical Assistant,Remote,50059.02
Master's Degree,5,Suburban,Tech,Software Engineer,Hybrid,47891.74
PhD,26,Urban,Education,Web Developer,Hybrid,83225.64
Master's Degree,22,Urban,Tech,HR Manager,Remote,75100.31
Master's Degree,16,Suburban,Tech,Financial Analyst,Remote,62848.72
PhD,18,Suburban,Education,System Administrator,Hybrid,71982.46
Master's Degree,27,Urban,Healthcare,Data Analyst,Hybrid,77649.98
Master's Degree,40,Suburban,Tech,Data Analyst,Remote,104633.72
PhD,8,Urban,Finance,HR Manager,Hybrid,60502.37
PhD,21,Urban,Education,Web Developer,Remote,81007.81
PhD,6,Rural,Healthcare,Others,Hybrid,51830.17
PhD,20,Rural,Finance,Software Engineer,Remote,73607.59
High School,9,Urban,Education,System Administrator,Hybrid,38437.32
Bachelor's Degree,12,Urban,Finance,UX Designer,Hybrid,53909.82
Master's Degree,37,Urban,Education,Project Manager,Remote,87305.96
Master's Degree,24,Rural,Education,Accountant,Hybrid,74655.03
PhD,16,Rural,Education,HR Manager,Hybrid,76825.86
High School,29,Urban,Finance,System Administrator,Hybrid,66060.88
High School,32,Suburban,Finance,Web Developer,Remote,77374.33
Bachelor's Degree,11,Suburban,Tech,Professor,Remote,57851.1
PhD,21,Suburban,Education,UX Designer,Onsite,79884.83
High School,40,Urban,Finance,Data Analyst,Remote,94120.73
Bachelor's Degree,3,Rural,Education,Financial Analyst,Onsite,47807.35
High School,31,Rural,Healthcare,Others,Hybrid,70199.18
PhD,6,Rural,Tech,Accountant,Remote,53918.19
Bachelor's Degree,18,Suburban,Tech,System Administrator,Onsite,64191.91
High School,37,Rural,Education,Financial Analyst,Onsite,80341.41
Master's Degree,40,Rural,Finance,Accountant,Remote,102975.88
High School,10,Rural,Tech,Data Analyst,Hybrid,48865.07
Master's Degree,33,Suburban,Education,Accountant,Remote,93038.48
Bachelor's Degree,21,Rural,Finance,Accountant,Hybrid,68558.93
High School,30,Rural,Healthcare,Project Manager,Remote,82768.36
PhD,32,Urban,Education,HR Manager,Remote,97776.18
Bachelor's Degree,10,Suburban,Education,Others,Hybrid,51429.59
PhD,25,Rural,Tech,Others,Onsite,78405.02
High School,24,Rural,Healthcare,Web Developer,Onsite,61887.84
High School,15,Rural,Finance,Web Developer,Remote,62084.79
Bachelor's Degree,7,Rural,Education,Professor,Onsite,44295.44
High School,19,Rural,Finance,Project Manager,Remote,53771.75
High School,9,Urban,Education,Others,Hybrid,43050.25
Master's Degree,7,Suburban,Finance,System Administrator,Onsite,52843.03
High School,28,Suburban,Education,Accountant,Remote,74964.0
High School,28,Suburban,Tech,Medical Assistant,Remote,78075.15
Bachelor's Degree,34,Suburban,Tech,Web Developer,Onsite,89914.19
High School,28,Urban,Healthcare,Data Analyst,Remote,69801.13
Bachelor's Degree,0,Rural,Finance,Professor,Onsite,27368.65
High School,4,Rural,Tech,Software Engineer,Hybrid,36162.88
Bachelor's Degree,40,Urban,Education,System Administrator,Onsite,87332.79
PhD,25,Suburban,Healthcare,Others,Onsite,90943.97
Master's Degree,6,Rural,Education,System Administrator,Remote,55309.98
PhD,14,Rural,Education,UX Designer,Remote,71694.89
PhD,18,Suburban,Finance,Others,Hybrid,72055.71
Master's Degree,23,Suburban,Education,Professor,Hybrid,78048.21
High School,23,Rural,Education,Medical Assistant,Hybrid,65047.35
PhD,22,Urban,Tech,System Administrator,Hybrid,85262.64
High School,5,Urban,Tech,Accountant,Onsite,44474.91
Bachelor's Degree,3,Rural,Healthcare,Professor,Onsite,38687.37
High School,4,Urban,Healthcare,Accountant,Hybrid,33730.3
High School,35,Suburban,Education,UX Designer,Hybrid,77882.37
High School,20,Urban,Education,HR Manager,Onsite,71010.82
Master's Degree,33,Suburban,Finance,Financial Analyst,Remote,94415.5
Master's Degree,31,Rural,Finance,Financial Analyst,Remote,81557.68
High School,20,Urban,Finance,Software Engineer,Remote,68964.67
Master's Degree,24,Suburban,Education,Software Engineer,Remote,72971.19
Master's Degree,31,Suburban,Healthcare,Project Manager,Remote,88594.97
Master's Degree,22,Rural,Healthcare,Financial Analyst,Remote,74158.87
PhD,2,Urban,Healthcare,Software Engineer,Onsite,47701.35
High School,0,Urban,Healthcare,Accountant,Onsite,19824.68
PhD,17,Urban,Healthcare,HR Manager,Onsite,73220.47
PhD,13,Rural,Tech,Data Analyst,Remote,68158.6
High School,18,Rural,Tech,Software Engineer,Remote,55505.7
PhD,18,Urban,Tech,System Administrator,Onsite,68815.24
PhD,34,Suburban,Education,HR Manager,Onsite,95758.97
Bachelor's Degree,24,Suburban,Education,Others,Onsite,75837.44
High School,36,Suburban,Finance,UX Designer,Onsite,81195.32
Master's Degree,15,Suburban,Healthcare,Medical Assistant,Hybrid,59186.08
High School,11,Rural,Tech,HR Manager,Remote,47018.48
Master's Degree,11,Urban,Finance,Software Engineer,Remote,58353.68
Bachelor's Degree,32,Rural,Finance,Financial Analyst,Onsite,90668.64
Bachelor's Degree,4,Suburban,Finance,Web Developer,Remote,50936.29
Master's Degree,22,Rural,Healthcare,Medical Assistant,Hybrid,78733.12
High School,19,Urban,Education,Data Analyst,Onsite,62218.94
Bachelor's Degree,28,Rural,Tech,Data Analyst,Hybrid,76756.74
Bachelor's Degree,4,Rural,Tech,System Administrator,Hybrid,37786.21
Master's Degree,11,Suburban,Healthcare,Medical Assistant,Hybrid,65007.61
Bachelor's Degree,24,Suburban,Education,Data Analyst,Hybrid,66912.99
Master's Degree,38,Suburban,Tech,Project Manager,Onsite,99178.37
High School,19,Suburban,Education,Medical Assistant,Onsite,68729.09
Bachelor's Degree,2,Rural,Healthcare,HR Manager,Hybrid,41855.19
High School,32,Rural,Tech,HR Manager,Onsite,83088.31
High School,18,Rural,Tech,Accountant,Remote,61357.48
Master's Degree,21,Suburban,Education,System Administrator,Onsite,74488.66
Bachelor's Degree,24,Urban,Education,Software Engineer,Remote,82499.87
High School,3,Suburban,Tech,Financial Analyst,Onsite,33951.15
High School,31,Rural,Education,Project Manager,Remote,81987.43
Bachelor's Degree,26,Rural,Finance,Medical Assistant,Onsite,75304.45
Master's Degree,8,Suburban,Finance,Medical Assistant,Remote,56485.64
Master's Degree,40,Rural,Finance,Professor,Remote,104795.92
Master's Degree,32,Urban,Finance,System Administrator,Onsite,92839.71
PhD,33,Suburban,Tech,Data Analyst,Onsite,96801.65
PhD,17,Rural,Education,Web Developer,Hybrid,63752.26
Bachelor's Degree,37,Suburban,Healthcare,Professor,Onsite,95083.72
Master's Degree,9,Rural,Tech,Web Developer,Onsite,50036.34
Bachelor's Degree,7,Suburban,Finance,Accountant,Remote,49269.16
High School,38,Urban,Education,Others,Remote,95832.34
Bachelor's Degree,36,Urban,Finance,UX Designer,Onsite,101706.92
Master's Degree,37,Rural,Education,Professor,Hybrid,91746.99
PhD,36,Suburban,Education,Data Analyst,Hybrid,106495.17
Bachelor's Degree,12,Rural,Education,Web Developer,Remote,56002.11
Master's Degree,23,Suburban,Tech,Web Developer,Onsite,83246.12
High School,37,Rural,Tech,System Administrator,Remote,83408.75
Bachelor's Degree,27,Urban,Finance,Web Developer,Onsite,80353.06
Master's Degree,3,Urban,Tech,Professor,Onsite,51340.92
PhD,22,Urban,Tech,Accountant,Remote,80536.25
Master's Degree,31,Urban,Education,Accountant,Remote,94347.07
Bachelor's Degree,38,Urban,Tech,System Administrator,Remote,102324.38
Master's Degree,38,Rural,Tech,Project Manager,Remote,89298.67
Bachelor's Degree,22,Urban,Education,Web Developer,Onsite,68935.96
High School,28,Suburban,Tech,Web Developer,Remote,74813.13
PhD,22,Urban,Tech,Web Developer,Remote,87879.08
Bachelor's Degree,29,Rural,Finance,Software Engineer,Hybrid,83092.27
High School,31,Rural,Healthcare,Accountant,Hybrid,82094.41
Bachelor's Degree,8,Rural,Education,HR Manager,Hybrid,56169.61
Master's Degree,18,Rural,Healthcare,Others,Onsite,56539.46
Bachelor's Degree,32,Suburban,Healthcare,Accountant,Onsite,90064.17
Bachelor's Degree,0,Urban,Finance,Data Analyst,Onsite,48181.5
High School,12,Urban,Tech,Web Developer,Hybrid,56922.36
High School,6,Urban,Tech,Accountant,Remote,49462.49
Master's Degree,0,Urban,Finance,Software Engineer,Onsite,45579.76
High School,2,Suburban,Tech,System Administrator,Onsite,27517.99
High School,27,Urban,Education,UX Designer,Remote,79691.18
High School,21,Urban,Healthcare,Others,Onsite,64831.42
High School,18,Suburban,Finance,Financial Analyst,Remote,50956.26
Master's Degree,2,Suburban,Tech,Financial Analyst,Hybrid,42785.88
PhD,7,Rural,Finance,Others,Onsite,55790.11
High School,39,Suburban,Education,Professor,Remote,91317.02
High School,14,Urban,Healthcare,Accountant,Remote,57779.89
Master's Degree,18,Suburban,Finance,UX Designer,Onsite,62574.5
PhD,10,Rural,Healthcare,HR Manager,Onsite,67285.39
Bachelor's Degree,1,Rural,Education,Software Engineer,Remote,40842.67
High School,35,Urban,Finance,Accountant,Remote,95065.05
PhD,38,Rural,Education,Software Engineer,Onsite,107371.24
High School,6,Urban,Healthcare,Others,Hybrid,48630.93
High School,16,Suburban,Healthcare,Medical Assistant,Remote,60920.64
High School,21,Rural,Finance,Others,Hybrid,63052.96
High School,12,Suburban,Finance,UX Designer,Onsite,49948.0
Bachelor's Degree,29,Rural,Education,Accountant,Onsite,72357.01
Master's Degree,15,Urban,Finance,Data Analyst,Hybrid,70279.43
Bachelor's Degree,31,Urban,Education,Project Manager,Remote,84395.31
Master's Degree,2,Rural,Healthcare,Software Engineer,Hybrid,38913.0
Bachelor's Degree,12,Suburban,Education,Web Developer,Hybrid,49952.16
Bachelor's Degree,38,Urban,Healthcare,Professor,Onsite,97696.53
High School,27,Urban,Tech,Project Manager,Hybrid,76581.7
High School,20,Suburban,Healthcare,System Administrator,Hybrid,53823.28
PhD,39,Suburban,Tech,Web Developer,Remote,112323.33
Bachelor's Degree,17,Rural,Education,HR Manager,Remote,59963.53
PhD,26,Suburban,Tech,HR Manager,Remote,87626.83
Bachelor's Degree,2,Urban,Healthcare,Medical Assistant,Onsite,39513.32
High School,34,Suburban,Healthcare,System Administrator,Onsite,78481.05
Bachelor's Degree,10,Rural,Healthcare,Others,Remote,56110.35
PhD,35,Suburban,Healthcare,HR Manager,Hybrid,104144.67
Master's Degree,2,Urban,Tech,Accountant,Onsite,45724.44
Master's Degree,18,Suburban,Finance,Accountant,Remote,70119.52
Master's Degree,24,Suburban,Healthcare,UX Designer,Onsite,74967.6
High School,4,Suburban,Tech,Others,Hybrid,38802.41
PhD,19,Rural,Tech,HR Manager,Onsite,71311.96
Bachelor's Degree,17,Suburban,Healthcare,System Administrator,Remote,68793.72
Master's Degree,40,Suburban,Healthcare,Financial Analyst,Remote,103475.78
High School,6,Urban,Healthcare,UX Designer,Hybrid,37257.27
Bachelor's Degree,16,Urban,Finance,Data Analyst,Hybrid,63615.4
Master's Degree,14,Rural,Education,Project Manager,Onsite,67654.34
PhD,25,Rural,Tech,Data Analyst,Remote,87723.1
Bachelor's Degree,25,Suburban,Education,Others,Onsite,77704.55
Bachelor's Degree,19,Urban,Education,Accountant,Hybrid,66533.23
Master's Degree,15,Rural,Finance,HR Manager,Onsite,66192.45
PhD,26,Urban,Healthcare,UX Designer,Onsite,84729.72
High School,16,Suburban,Healthcare,Web Developer,Remote,55410.15
PhD,14,Suburban,Tech,Professor,Onsite,55923.97
High School,29,Urban,Healthcare,HR Manager,Hybrid,69242.93
Bachelor's Degree,6,Rural,Finance,HR Manager,Hybrid,41544.23
PhD,14,Urban,Education,Medical Assistant,Remote,69575.62
Bachelor's Degree,39,Suburban,Education,HR Manager,Hybrid,87216.19
PhD,9,Suburban,Education,Software Engineer,Remote,64427.45
High School,31,Urban,Finance,Project Manager,Onsite,82755.35
Bachelor's Degree,4,Rural,Finance,UX Designer,Hybrid,48502.86
PhD,34,Rural,Healthcare,Software Engineer,Remote,89571.17
High School,33,Urban,Finance,Financial Analyst,Hybrid,79530.99
Master's Degree,11,Urban,Healthcare,Accountant,Onsite,66084.06
PhD,19,Rural,Healthcare,System Administrator,Hybrid,75289.19
High School,15,Urban,Healthcare,Others,Hybrid,52377.76
Master's Degree,17,Suburban,Healthcare,Professor,Onsite,70679.13
High School,31,Rural,Education,Software Engineer,Remote,80809.75
High School,25,Rural,Healthcare,Project Manager,Onsite,61224.46
PhD,24,Urban,Education,HR Manager,Hybrid,84162.97
Master's Degree,33,Rural,Education,Project Manager,Onsite,88401.25
PhD,5,Rural,Education,Medical Assistant,Hybrid,48910.41
High School,30,Urban,Healthcare,System Administrator,Hybrid,75847.38
PhD,24,Suburban,Tech,System Administrator,Hybrid,93647.82
PhD,12,Urban,Healthcare,Accountant,Hybrid,68122.1
High School,19,Urban,Tech,Project Manager,Remote,56590.02
PhD,7,Rural,Healthcare,Web Developer,Hybrid,56749.51
PhD,7,Suburban,Finance,HR Manager,Remote,47308.84
High School,15,Suburban,Finance,Project Manager,Hybrid,41896.5
Master's Degree,16,Rural,Healthcare,Data Analyst,Remote,65917.94
Master's Degree,20,Rural,Tech,Web Developer,Remote,82262.82
PhD,18,Suburban,Tech,Professor,Hybrid,69835.5
PhD,29,Urban,Tech,Professor,Remote,95072.24
Bachelor's Degree,0,Suburban,Healthcare,Data Analyst,Remote,35858.27
High School,13,Urban,Tech,UX Designer,Onsite,41265.33
Bachelor's Degree,11,Urban,Healthcare,UX Designer,Hybrid,60645.59
Master's Degree,30,Urban,Tech,Accountant,Remote,86925.25
High School,20,Suburban,Education,Project Manager,Hybrid,60490.34
High School,34,Suburban,Healthcare,UX Designer,Remote,90479.36
High School,1,Suburban,Education,Medical Assistant,Onsite,34975.1
Master's Degree,37,Rural,Finance,Web Developer,Remote,91188.88
Master's Degree,3,Rural,Finance,Software Engineer,Onsite,41699.07
Bachelor's Degree,31,Urban,Tech,Professor,Onsite,73387.69
PhD,18,Rural,Education,Medical Assistant,Hybrid,71457.04
High School,17,Urban,Healthcare,Others,Hybrid,53503.26
PhD,37,Suburban,Tech,UX Designer,Onsite,100926.05
Bachelor's Degree,23,Rural,Finance,Accountant,Remote,57544.32
Bachelor's Degree,19,Rural,Healthcare,Medical Assistant,Remote,65521.61
High School,25,Suburban,Finance,Web Developer,Onsite,74893.62
Bachelor's Degree,19,Suburban,Education,Web Developer,Onsite,62777.66
